,name,origem,significado
2779,Margot,Grega,"Margot: Significa “pérola” ou “seres iluminados”.Margot é uma variante inglesa e francesa de Margarida, que surgiu a partir do latim Margarita, que por sua vez se originou do grego margarítes ou maragon, que significa literalmente “pérola”.Estudiosos da onomástica (ciência dos nomes próprios), acreditam que os gregos buscaram este nome a partir dos termos persa murvarid ou murwari, que querem dizer “criaturas da luz”, numa tradução aproximada ao português.De acordo com registros históricos, os primeiros nomes baseados neste nome surgiram em Portugal em documentos datados do século XIII.A forma aportuguesada de Margot é Margô, no entanto, ambos os nomes também são bastante populares entre os brasileiros.Normalmente, Margot (ou Margô) são considerados apelidos de outros nomes, como Margarida e Margareth, por exemplo."
2780,Mari,Japonesa,"Mari: Significa “verdadeira razão”, “perfeição”.Mari é possivelmente uma variante do nome japonês Mariko que significa “verdadeira razão”, “perfeição” ou, ainda, variante  ou simplesmente diminutivo de Maria, “senhora soberana”, “a pura”.Na escrita japonesa, os caracteres que compõem a palavra Mariko significam “círculo, verdade, longa distância, jasmim e aldeia”.O círculo é um símbolo de perfeição e que representa o próprio Deus, daí o significado de perfeição e de autenticidade da palavra Mariko.Mari é um nome feminino utilizado também na Suécia e na Noruega e é muitas vezes utilizado como apelidos de Maria, Mariana e suas respetivas derivações.Embora atualmente não seja um nome popular no Japão, há tempos já o foi, de modo que encontramos uma série de pessoas famosas, especialmente artistas japonesas, com esse nome. ​"
2781,Maria,Hebraica,"Maria: Significa “senhora soberana”, “vidente” ou “a pura”.Significado e origemMaria é um nome de origem incerta, provavelmente se originou a partir do hebraico Myriam, que significa “senhora soberana"" ou ""a vidente”.Por ser um nome muito difundido, antes mesmo da época de Jesus Cristo, é possível que derive do sânscrito Maryáh. Este quer dizer literalmente “a pureza"", ""a virtude"", ""a virgindade”.Há autores que atribuem a origem do nome Maria à raiz egípcia mry, que significa “amar”. Existem outras teorias que traduzem o nome Maria para “mar de amargura”, “a forte”, “a que se eleva” ou, ainda, “estrela do mar”.Outra versão sugere que o nome Maryam teria surgido a partir das palavras assírias Yamo Mariro, o qual significa ""oceano azedo"" ou ""ácido"" no idioma aramaico assírio.O nome Maria na BíbliaEsse nome é um dos nomes mais comuns do mundo há séculos, especialmente por causa da Virgem Maria, a mulher judia que morava em Nazaré e foi escolhida por Deus para ser a mãe de Jesus Cristo.“Mas o anjo lhe disse: “Não tenha medo, Maria; você foi agraciada por Deus! Você ficará grávida e dará à luz um filho, e lhe porá o nome de Jesus. Ele será grande e será chamado Filho do Altíssimo. O Senhor Deus lhe dará o trono de seu pai Davi, e ele reinará para sempre sobre o povo de Jacó; seu Reino jamais terá fim“. (Lucas 1:30-33)Nomes compostos com MariaÉ um nome muito usado em composições, onde as mais populares são: Maria Eduarda, Maria Fernanda, Maria Clara, Maria Luíza, Maria Júlia, Maria Alice, Maria Cecília, entre outras.Ele pode ser visto também como segundo nome e até em conjugação com nomes masculinos, como João Maria ou José Maria.Variações e popularidade do nome MariaA versão francesa Marie e a inglesa Mary também ocorrem com alguma frequência no Brasil.É adotado na Inglaterra desde o século XII e passou a ser um dos nomes femininos mais comuns desde o século XVI.Veja mais:Nomes compostos que combinam com Maria"
2782,Mariana,Hebraica,"Mariana: Significa “senhora soberana cheia de graça”, “mulher pura e graciosa”; “senhorinha soberana”, “a purinha”; ""pertencente a Mario"", ""descendente de Mário"".Mariana é um nome que possui três possíveis origens, uma a partir do inglês Marianne, formado da união dos nomes Mary e Ann, versões inglesas de Maria e Ana.O nome Maria tem origem hebraica e sânscrita, e significa “senhora soberana”, “vidente” ou “a pura”. Ana, por sua vez, vem do hebraico Hannah, que quer dizer ""cheia de graça"". Neste caso, Mariana significa “senhora soberana cheia de graça”, “mulher pura e graciosa”.Pode também ter sido originado a partir do francês Marianne, um diminutivo de Marie, versão francesa de Maria. A partir desta origem, Mariana pode significar “senhorinha soberana”, “a purinha”.Outra hipótese para a origem etimológica do nome Mariana está no latim marianus, originando a variante masculina Mariano, e significa “relativo a Mário”. Assim sendo, Mariana significaria algo como ""pertencente a Mário"" ou ""descendente de Mário"".Uma das figuras mais conhecidas com este nome é a Santa Mariana de Paredes ou Santa Mariana de Quito. Considerada pela Igreja Católica como a padroeira dos órfãos e das pessoas doentes, também é a protetora da cidade de Quito, no Equador.Mariani é uma das suas versões na língua italiana.Recomendamos também: Nomes compostos que combinam com Mariana"
2783,Mariane,Hebraica,"Mariane: Significa “senhora soberana cheia de graça” ou “pertence à natureza de um homem viril”.Mariane tem possivelmente três étimos. Um deles refere que o mesmo teria surgido a partir do nome composto bastante comum na Inglaterra no século XIX, Mary Ann.Outra versão sugere que o mesmo tem origem no francês Marianne, que é o diminutive de Marie. A última hipótese é relativa à versão feminina de Mariano.Mariane reflete as características atribuídas aos seus nomes de origem. Maria, apesar da sua origem incerta, carrega consigo qualidades virtuosas e, é especialmente conhecida por ser o nome da mãe de Jesus.Ana, por sua vez, é um nome por si muito bonito que, do hebraico Hannah, significa “cheia de graça”. Esse significado sugere que as pessoas assim chamadas sejam essencialmente protegidas e amadas.Ao passo que Mariano, a partir do nome Mário, do latim Marius, significa “homem viril”. Por extensão, Mariane tem o sentido de “pertence à natureza de um homem viril”.No Brasil, em 1997, o grupo Legião Urbana, bem como em 2006, a dupla Bruno e Marrone lançaram canções nomeadas Mariane. O nome da esposa de Bruno dessa mesma dupla é Mariane Rabelo.As pessoas registradas com esse nome feminino recebem frequentemente o apelido de Mari ou Any.São suas variantes: Mariene, em português, Mariani, em italiano, e Marianne, em inglês e alemão."
2784,Mariani,Hebraica,"Mariani: Variação do nome Mariana. Significa “senhora soberana cheia de graça”, “mulher pura e graciosa”; “senhorinha soberana”, “a purinha”; ""pertencente a Mario"", ""descendente de Mário"".Mariana é um nome que possui três possíveis origens, uma a partir do inglês Marianne, formado da união dos nomes Mary e Ann, versões inglesas de Maria e Ana.O nome Maria tem origem hebraica e sânscrita, e significa “senhora soberana”, “vidente” ou “a pura”. Ana, por sua vez, vem do hebraico Hannah, que quer dizer ""cheia de graça"". Neste caso, Mariana significa “senhora soberana cheia de graça”, “mulher pura e graciosa”.Pode também ter sido originado a partir do francês Marianne, um diminutivo de Marie, versão francesa de Maria. A partir desta origem, Mariana pode significar “senhorinha soberana”, “a purinha”.Outra hipótese para a origem etimológica do nome Mariana está no latim marianus, originando a variante masculina Mariano, e significa “relativo a Mário”. Assim sendo, Mariana significaria algo como ""pertencente a Mário"" ou ""descendente de Mário"".Uma das figuras mais conhecidas com este nome é a Santa Mariana de Paredes ou Santa Mariana de Quito. Considerada pela Igreja Católica como a padroeira dos órfãos e das pessoas doentes, também é a protetora da cidade de Quito, no Equador.Mariani é uma das suas versões na língua italiana.Recomendamos também: Nomes compostos que combinam com Mariana"
2785,Mariano,Italiana,"Mariano: Significa “aquele que pertence à natureza de Mário”, “descendente de homem viril”, “homem viril cheio de graça”.O nome Mariano apresenta dois étimos. Um deles, decorre de Mário, do latim Marius, de mas, maris, que literalmente significa “homem viril”. Mariano, nesse sentido, é “aquele que pertence à natureza de Mário”, “descendente de homem viril”.Outra possibilidade vai ao encontro do feminino Mariana, o qual tem pelo menos três étimos. A primeira respeita ao inglês Marianne - aglutinação de Mary e Ann, Maria e Ana, em português - que foi um nome composto bastante popular na Inglaterra.Do francês, temos Marianne, que é um diminutivo de Marie (Maria) e, finalmente, o masculino Mariano, pois não se sabe qual deles teria surgido primeiro.Assim, em virtude dos nomes Maria e Ana ou, Mário e Ana, Mariano significa “homem viril cheio de graça”, pois “graça”, do hebraico Hannah, é o sentido do nome que originou Ana.Quanto a Maria, o nome tem várias possibilidades de étimos, sendo a mais conhecida a que corresponde ao sânscrito Maryah, literalmente “a pureza, a virtude”.Trata-se, sem dúvida, de um bonito nome predominantemente masculino que reflete uma série de atributos de destaque.O nome é utilizado com a mesma grafia na línguas espanhola e italiana."
2786,Marica,Grega,Márica: Ninfa que era honrada num bosque sagrado em Lácio.
2787,Marici,Tupi,Maricí: Índia Tupã.
2788,Marie,Francesa,"Marie: Variante francesa do nome Maria. No original em hebraico, ""myriam"" significa senhora soberana, ou ""aquela que ocupa o primeiro lugar"". Outras traduções indicam significar também ""amarga"".Marie é uma mulher que reconhece a pequena importância dos bens materiais comparativamente aos bens que providenciam segurança e conforto, embora não os despreze completamente. É uma pessoa que sempre toma a iniciativa e graças à sua capacidade de sofrimento consegue a admiração e carinho de todos, especialmente dos membros da família. Sua obstinação e frontalidade pode muitas vezes ser confundida com teimosia. Defende as suas posições e seus entes queridos com unhas e dentes.Marie foi o nome de muitas das rainhas francesas, sendo Marie Antoinette a mais notável com este nome. Marie Curie, também francesa, foi uma cientista que ganhou o prêmio Nobel duas vezes."
2789,Mariel,Hebraica,"Mariel: Significa “puro leão de Deus” ou “senhora soberana do fogo de Deus”.Mariel é um nome formado a partir da junção de Maria e Ariel, ambos de origem a partir do hebraico.A origem do nome Maria está no hebraico Myriam, que pode ser traduzido como “senhora soberana” ou “a vidente”.Alguns historiadores, no entanto, acreditam que este nome possa ter uma origem ainda mais antiga, vindo a partir do sânscrito Maryáh, que significa “pureza” ou “virtude”.Já Ariel surgiu a partir do hebraico Ari-el, formado pela união dos elementos Ari, que quer dizer “leão”, e El, que significa “Senhor” ou “Deus”.Outra hipótese para o significado deste nome parte da premissa de que Mariel seja uma versão francesa diminutiva de Maria.Neste caso, outra interpretação dada ao nome Mariel seria “azeda”, pois seria derivado das palavras assírias Yamo Mariro, que significa “oceano azedo”.As pessoas batizadas com este nome, normalmente, costumam receber alguns apelidos carinhosos de amigos e familiares próximos, como Mari, por exemplo."
2790,Mariele,Hebraica,"Mariele: Significa “senhora soberana”, “vidente” ou “a pura”.Mariele é o diminutivo alemão de Maria e também uma variação francesa deste mesmo nome, que vem do hebraico Myriam, que significa “senhora soberana, vidente”.Por ser um nome muito difundido, tem origem incerta pode também ser derivado do sânscrito Maryáh, que significa literalmente “a pureza, a virtude, a virgindade”.Em alguns países como Alemanha, Polônia, Itália e Portugal também é usado como nome do meio para o gênero masculino, como em João Maria ou José Maria.Ainda há autores que atribuem a origem do nome Maria à raiz egípcia mry, que significa “amar”. Mas existem diversas teorias, e pode ser visto também com o significado de “mar de amargura”, “a forte”, “a que se eleva” ou ainda “estrela do mar”.Etimologicamente, outra versão do nome sugere que o nome Maryam teria surgido a partir das palavras assírias Yamo Mariro, significando ""oceano azedo"" ou ""ácido"" no idioma aramaico assírio. A versão francesa Marie e a inglesa Mary também ocorrem com alguma frequência no Brasil.Pelo mundo, Mariele é um nome raro, sendo mais popular no Brasil e na Alemanha. Contudo, este nome também aparece com menor incidência em países como os Estados Unidos, as Filipinas e a Itália. Variações do nome Mariele Mariele é um nome muito popular no Brasil e que possui algumas variações de grafia, tais como Marielle, Mariely, Mariela e Meiriele. Nomes compostos com Mariele O bonito nome feminino Mariele também dá a possibilidade de criar nomes compostos com significados belos e poderosos. Algumas opções são: Mariele Flor, Mariele Fernanda, Maria Mariele, Priscila Mariele, Ana Mariele e Mariele Júlia."
2791,Marieta,Hebraica,"Marieta: Significa “senhora soberana”, “vidente” ou “a pura”; ""valiosa"", ""de valor inestimável"", ""sem preço"". Esse nome apresenta duas origens diversas. A primeira diz que provém do francês Mariette, que é um diminutivo de Maria. Já este nome provavelmente se originou a partir do hebraico Myriam, que significa “senhora soberana"" ou ""a vidente”. Antes da aparição de Jesus Cristo, Maria pode ser uma variação do sânscrito Maryáh, que quer dizer “a pureza"", ""a virtude"", ""a virgindade”. A segunda origem diz que Marieta surgiu a partir do nome da cidade Marietta, que fica localizada no estado da Geórgia (Estados Unidos). O nome do local foi escolhido em homenagem á Maria Antonieta, ou seja, Marieta também provém desses dois nomes. Antonieta tem origem no francês Antoinette, sendo o diminutivo de Antônia, que vem do latim Antonius, o qual significa ""inestimável, digno de apreço"". Uma importante personalidade brasileira que carrega esse nome é a atriz e produtora Marieta Severo, que obteve seu grande sucesso na série ''A Grande Família'' (2001)."
2792,Marietta,Italiana,Marietta: Variação de Maria.
2793,Marija,Croata,"Marija: Superior, soberana."
2794,Marilda,Germânica,"Marilda: Significa “famosa na batalha”, “brilhante na batalha”.Tem origem no nome germânico Marhild, composto pelos elementos mar, que significa “famosa, brilhante, ilustre” e hild, que quer dizer “batalha”.É o inverso de Hildemar (hild + mar).Muitas vezes é relacionado como a união dos nomes Maria e Hilda, ou como uma variante de Marília, relações que devem ser descartadas."
2795,Marileide,Afro-Brasileira,"Marileide: significa ""pura"", ""casta"", ""virgem"", ""senhora soberana"".E bastante provável que Marileide seja um nome criado no Brasil devido a sua popularidade no país.Especula-se que o nome Marileide tenha surgido do nome Marília, sendo uma variante.  Acredita-se que Maria, primeira parte do nome, seja de origem hebraica (o original seria Myriam), que significa “senhora soberana, vidente”.É possível que o nome tenha vindo também do sânscrito Maryáh, que quer dizer literalmente “a pureza, a virtude, a virgindade”.Termo afetivoAs meninas registradas com o nome Marileide em geral são chamadas carinhosamente de Mari.O nome no BrasilConforme constatou o Censo realizado no Brasil em 2010, existem 20.466 pessoas registradas com o nome Marileide. Deste conjunto, 4.731 registros foram feitos no Estado da Bahia. Logo abaixo na lista encontra-se o Estado de São Paulo, com 3.301 inscritos.O pico de incidências do nome Marileide foi durante os anos 1970, na ocasião foi possível rastrear 6.681 nomes inscritos.Marileide ocupa o lugar 1.023º no ranking de popularidade.Variantes gráficas:Marileyde, Maryleide.Personalidades famosas:Marileide Lázara Cassoli, pesquisadora universitária brasileira.Marileide Andersen, escritora brasileira."
2796,Marilena,Hebraica,"Marilena: Significa “mulher pura e resplandecente” ou “senhora soberana e reluzente”.Marilena é um nome feminino, originado a partir do francês Marilene, uma junção dos nomes Marie e Hélène,Marie é a variante francesa de Maria que, provavelmente, tem origem a partir do hebraico Myriam, que pode ser traduzido como “senhora soberana”.Alguns etimologistas ainda acreditam que este nome possa ter se originado a partir do sânscrito Maryáh, que quer dizer literalmente “virgem” ou “pura”.Já o Hélène é um termo grego que se originou a partir da palavra heláne, que pode ser traduzida como “a tocha”, ou do termo hélêque, que significa “raio de sol”, “reluzente” ou “resplandecente”.Marilena é um nome bastante comum entre os brasileiros, assim como outras variantes gráficas como Marilene, por exemplo.As pessoas batizadas com este nome costumam receber alguns apelidos carinhosos de amigos e familiares próximos, como Mari ou Lena."
2797,Marilia,Hebraica,"Marília: Significa “pureza”, “senhora soberana”, “virgindade” ou “amor”.Marília é uma adaptação fonética do nome árabe Marilyam, que significa Maria em português.O significado do nome é incerto, mas alguns estudiosos sugerem ""pureza"", ""amor"", ""senhora soberana"", ou mesmo ""amarga"".A raiz etimológica deste nome teria surgido a partir do hebraico myriam, que significa “senhora soberana” ou “a vidente”, na tradução literal.No entanto, alguns etimologistas acreditam que, pelo fato de ser um nome disseminado muito antes da época de Jesus Cristo, Myriam derive do sânscrito Maryáh, que significa “pureza”, “virtude” ou “virgindade”.Alguns autores ainda atribuem a raiz deste nome ao egípcio mry, que era utilizado como a palavra “amar”.Marília é um nome predominantemente feminino e bastante comum entre os brasileiros.As pessoas batizadas com este nome podem receber apelidos carinhosos de amigos e familiares, como Mari, Lili, Lilica ou Lilia, por exemplo.Uma das personalidades mais conhecidas com este no Brasil é a atriz e apresentadora Marília Gabriela."
2798,Marilu,Teutônica,Marilú: Junção dos nomes Maria e Luiza.
2799,Marilza,Portuguesa,"Marilza: Significa “senhora soberana"", ""a vidente”; “Deus é juramento da senhora soberana”.Marilza é um nome que surge como uma invenção brasileira. Embora não seja possível confirmar a sua etimologia, estudiosos da onomástica indicam algumas possibilidades de étimo.É possível que seja uma forma variante de Marisa ou uma forma variante de Marielsa.Marisa surge do inglês Maris, apelido de Maria, que apresenta vários étimos, um dos quais hebraico.Maria, do hebraico Myriam, significa “senhora soberana"" ou ""a vidente”. Outros significados possíveis são “pura”, “estrela do mar”.Marielsa, por sua vez, é a junção dos nomes Maria e Elsa, do qual resulta o sentido “Deus é juramento da senhora soberana”.Isso porque, Elsa é o diminutivo de Elisabete. Do hebraico Elishebba, é formado pelos elementos El, que significa “Deus”, e sab, que significa “abundância”.Elisabete é categorizado como um nome teofórico na medida em que é um nome bíblico que traz o nome de Deus nele incorporado.O nome alcançou o seu pico de popularidade na década de 60. Desde então, o número de registros tem caído. De acordo com o Censo Demográfico 2010 eram mais de 28 mil as suas portadoras.As meninas registradas com esse nome podem ser afetivamente chamadas de Mari ou Ilzinha.Mariulsa e Mariulza são suas variantes gráficas."
2800,Marina,Latina,"Marina: Significa ""a que vem do mar"", ""marinho"".O bonito nome feminino Marina está amplamente relacionado com a simbologia do mar. Ele surge a partir da palavra em latim marinus, que significa “do mar” ou “marinho”. Marina carrega, portanto, as qualidades de extensão e beleza inerentes ao mar.O substantivo comum ""marina"" também pode significar um estacionamento para barcos de pequeno e médio porte junto ou dentro de um porto. Popularidade do nome Marina O nome Marina pode ser encontrado com maior quantidade de registros na Rússia, no Brasil, na Bielorussia e no Cazaquistão, onde é utilizado predominantemente como nome feminino. As variações Marína, Mariña, Marinà, Márina e Mariná também podem ser encontradas em várias partes do mundo. No campo artístico, uma personalidade de destaque é a atriz Marina Ruy Barbosa, tetraneta do poeta e  intelectual brasileiro Ruy Barbosa.As pessoas registradas com esse bonito nome feminino podem ser carinhosamente chamadas de Mari ou Mar.Mariana tem como variante masculina a forma Marino, que é mais popular na versão Marinho no Brasil. Nomes compostos com MarinaO nome Marina pode dar origem a bonitos e significativos nomes compostos. Entre eles, podemos destacar:Maria Marina: “senhora soberana que vem do mar”;Ana Marina: “graciosa que vem do mar”;Marina Maitê: ""amada que vem do mar”; Marina Valentina: “aquela que vem do mar e que é amada”; Marina Vitória: “a vencedora que vem do mar”."
2801,Marinalva,Latina,"Marinalva: Significa ""aurora marinha"", ""alvorada do mar"", ""brancura do mar"" ou ""aquela que vem do mar"". O nome Marinalva é o resultado da fusão de dois nomes com origem no latim: Marina e Alva:Marina, do latim marinus, significa ""marinho"" ou ""que vem do mar""O substantivo comum ""marina"" é utilizado também para designar um estacionamento para barcos de pequeno e médio porte, junto ou dentro de um porto.Na Inglaterra, o nome apareceu pela primeira vez no início do século XIV, tornando-se muito popular, especialmente entre os ciganos de Northamptonshire, nas variantes Marina e Meirenni. Alva, por sua vez, se originou da palavra latina alba, de albus, que quer dizer ""branca"", ""alva"", ""aurora"", ""alvorada"", ""claro"". Na língua espanhola, a palavra ""alba"", assim como significa ""alvorada"", ""aurora"", tal como ""alva"" no significado em português.No gaélico escocês, Alba significa Escócia, país pertencente ao Reino Unido, no norte do continente europeu.Marinalva é um nome bastante comum no Brasil e em alguns países pertencentes à América Latina, como México, Paraguai e Colômbia."
2802,Marindia,Hebraica,"Maríndia: Significa ""índia soberana"" e é a junção dos nomes Maria e Índia.Maria significa ""senhora soberana"", enquanto Índia é o nome de um país, que por sua vez ganha o seu nome do rio Indo.Nome inventado no Brasil, onde existem muitos nomes próprios que derivam de ""Maria""."
2803,Marineide,Grega,"Marineide: Significa “senhora soberana cheia de graça e filha de Eneias"", “mulher pura e graciosa, filha do homem abençoado"", “a purinha que é filha de Eneias"", ""descendente de Mário e do homem sortudo"". Esse nome provavelmente é uma criação brasileira, que surgiu a partir da junção dos nomes Mariana e Neide. Mariana tem três possíveis origens, a primeira a partir do inglês Marianne, formado da união dos nomes Mary e Ann, versões inglesas de Maria e Ana. A segunda a partir do francês Marianne, um diminutivo de Marie, versão francesa de Maria. E a última tem origem no latim marianus, originando a variante masculina Mariano. O nome Mariana significa “senhora soberana cheia de graça”, “mulher pura e graciosa”; “senhorinha soberana”, “a purinha”; ""pertencente a Mario"", ""descendente de Mário"".Já o nome Neide é uma adaptação do nome francês Énéide, correspondente ao português Eneida. Este tendo origem no grego Aineís, que chegou à língua portuguesa através do latim Aeneida. Neide significa ""filha de Eneias"" ou ""filha do homem abençoado"", ""descendente do homem sortudo""."
2804,Marines,Latina,"Marines: Significa ""a que vem do mar"", ""marinha"".É possível que tenha surgido com uma variante gráfica de Marine, versão francesa de Marina, que tem origem no latim marinus, que quer dizer ""do mar"" ou ""marinho"".O nome surgiu na Inglaterra no início do século XIV, tornando-se muito popular principalmente entre os ciganos do condado de Northamptonshire, através das versões Marina e Meirenni."
2805,Marinete,Latina,"Marinete: Significa ""a que vem do mar"", ""marinha"".É o diminutivo de Marina, nome que tem origem no latim marina, a partir de marinus, que significa literalmente ""do mar"" ou ""marinho"".O nome Marina surgiu na Inglaterra no início do século XIV, também com a variante Meirenni. Ficou eternizado no Brasil através da música de mesmo nome do cantor e compositor baiano Dorival Caymmi."
2806,Marinette,Latina,"Marinette: Variação do nome Marinete. Significa ""a que vem do mar"", ""marinha"".É o diminutivo de Marina, nome que tem origem no latim marina, a partir de marinus, que significa literalmente ""do mar"" ou ""marinho"".O nome Marina surgiu na Inglaterra no início do século XIV, também com a variante Meirenni. Ficou eternizado no Brasil através da música de mesmo nome do cantor e compositor baiano Dorival Caymmi."
2807,Marino,Latina,"Marino: Significa ""aquele que veio do mar"".Marino é um nome com origem no latim, da palavra marinus, que quer dizer ""marinho"", ou simplesmente ""do mar"".Uma das pessoas mais famosas com esse nome foi São Marino de Rimini, um ermita do século IV que deu o nome à República de San Marino, por ter vivido naquela região.Quem também deu um enorme contributo para a humanidade e ficou registrado na história com este nome foi Marino de Tiro, um geógrafo, cartógrafo e matemático italiano que inventou a ""geografia matemática"". Marino de Tito também foi o responsável por batizar a região polar no sul do planeta Terra com o nome de ""antártico"", fazendo oposição a região do ""ártico"", no pólo norte. Esse nome também é usado na forma Marinho.Marino é usado mais comumente como nome próprio na Itália. Já no Brasil, o nome é utilizado como um prenome ou sobrenome, de descendentes de italianos.A forma feminina do nome, Marina, é bem mais comum no Brasil do que o uso de Marino, no masculino.Marino também é nome de uma comuna italiana, na província de Roma, região de Lácio."
2808,Marins,Portuguesa,Marins: Filho das marias.
2809,Mario,Latina,"Mario: Significa ""homem viril"".Mário tem origem a partir do latim Marius​, derivado dos elementos mas, maris, e quer dizer literalmente ""homem viril"".Foi nome de uma família romana muito importante, de onde saiu o general Caio Mário, vivido entre os anos de 157 a.C e 86 a.C, que foi casado com uma tia de Júlio César.Apesar de não haver nenhuma relação etimológica, o nome Mário é utilizado desde a Era Cristã como uma variante masculina de Maria, o que elevou a popularidade do nome, principalmente na Idade Média.Passou a ser adotado pelos falantes da língua inglesa a partir do século XIX, e é muito comum entre as comunidades de língua espanhola desta mesma forma, mas sem o acento.Nos anos de 1980, Mário ganhou bastante popularidade por causa de um personagem de uma série de vídeo games, intitulado Mario Bros, e criado pelo desenvolvedor de jogos eletrônicos japonês Shigeru Miyamoto.Inúmeros artistas e importantes personalidades levam este nome, como o poeta e escritor brasileiro Mario Quintana."
2810,Marion,Francesa,"Marion: Significa “senhora soberana”, “vidente” ou “a pura”.Esse nome é o diminutivo medieval francês de Maria, nome de origem incerta, provavelmente se originou a partir do hebraico Myriam, que significa “senhora soberana"" ou ""a vidente”.Por ser um nome muito difundido, antes mesmo da época de Jesus Cristo, é possível que derive do sânscrito Maryáh. Este quer dizer literalmente “a pureza"", ""a virtude"", ""a virgindade”.Devido a isso, Marion fica com o sentido de “senhora soberana”, “vidente” ou “a pura”. Personalidades famosas que o carregam são as atrizes Marion Cotillard e Marion Bailey."
2811,Maris,Latina,Maris: Mar.
2812,Marisa,Hebraica,"Marisa: Significa “a que é do mar”, “mulher poderosa”, “juramento de Deus” ou “senhora soberana”, “guerreira gloriosa”.O nome Marisa pode ter três origens diferentes. Alguns estudiosos indicam que esta seja uma versão portuguesa do nome inglês Maris, que vem do latim e significa ""do mar"".Esse nome foi tirado do título atribuído à virgem Maria, stella maris, ""estrela do mar"".Outras fontes sugerem que o nome Marisa é a junção dos nomes Maria, que significa ""senhora poderosa"" e Elisa, diminutivo de Elisabete, que quer dizer ""meu Deus é juramento"", ambos nomes de origem hebraica.Uma terceira teoria para o significado do nome Marisa é a de uma junção dos nomes Maria e Luísa, nome germânico que significa ""combatente gloriosa, brilhante"".No Brasil, Marisa é um nome predominantemente feminino e bastante popular.As pessoas batizadas com este nome podem receber apelidos carinhosos de amigos e familiares, como Mari ou Isa, por exemplo.Uma das personalidades mais conhecidas com este nome é a compositora, cantora, instrumentista e produtora musical Marisa Monte, além da atriz norte-americana Marisa Tomei."
2813,Marise,Hebraica,"Marise: Significa “aquela que veio do mar”, “mulher poderosa”, “juramento de Deus” ou “guerreira soberana”.Marise é uma variação francesa de Marisa, nome que pode ter surgido a partir de diferentes tipos de raízes etimológicas.Alguns etimologistas acreditam que possa ter origem a partir do latim Maris, que significa “do mar”, ou seja, relativo “aquilo que vem do mar”.Outra teoria sugere que Marise possa ser uma junção de dois nomes oriundos do hebraico: Maria com Elise. Neste caso, o significado do nome pode ser entendido como “senhora soberana que jura à Deus”.Outras pessoas consideram Marise apenas uma versão diminutiva de Marie - Maria, em francês.Entre os brasileiros, Marise é um nome bastante comum, assim como outras variantes, como Marisa.Normalmente, as pessoas batizadas com este nome costumam receber alguns apelidos carinhosos de amigos e familiares próximos, como Mari, por exemplo."
2814,Marisia,Hebraica,"Marisia: Significa ""a que vem do mar"", ""juramento de Deus"" ou ""mulher gloriosa"".Marisia é um nome feminino que pode ter diferentes possibilidades de origem. Alguns estudiosos acreditam que este pode ser uma das variantes ​da versão portuguesa do nome inglês Maris, que vem do latim e significa ""do mar"". Esse nome foi tirado do título atribuído à virgem Maria, stella maris, ""estrela do mar"".Outra hipótese estaria relacionada com a ​junção dos nomes Maria, que significa ""senhora poderosa"" e Elisa, diminutivo de Elisabete, que quer dizer ""meu Deus é juramento"", ambos nomes de origem hebraica.Uma terceira teoria para o significado do nome Marisia é a de uma junção dos nomes Maria e Luísa, nome germânico que significa ""combatente gloriosa, brilhante"".Ainda existe a possibilidade do nome ter influências da palavra Marici, uma entidade espiritual presente no budismo, relacionada à luz e aos raios do sol. No Brasil, o nome Marisia não é muito comum, sendo a variante Marisa mais utilizado. As pessoas batizadas com este nome, normalmente, recebem apelidos carinhosos de amigos e familiares, como Mari ou Isa."
2815,Marisol,Espanhola,"Marisol: Significa “mar e sol”, “senhora soberana do Sol”, “pureza e sol”.Marisol é um nome espanhol cuja origem decorre da junção de os elementos “mar” e “sol”, mar y sol, em espanhol ou, ainda, da combinação dos nomes Maria e Sol ou, ainda, Maria e Soledade.Maria é um nome hebraico que, dentre uma série de traduções, significa “senhora soberana”, “vidente” ou “a pura”. É um dos nomes mais populares há séculos, popular especialmente em homenagem à Virgem Maria. Muitas vezes é usado em nomes compostos tanto femininos como masculinos.Sol, por sua vez, pode ser considerado a abreviação de nomes portugueses ou espanhóis e tem sido encontrado como nome próprio em virtude de refletir a bonita simbologia do Sol.Nesse sentido, Marisol teria o sentido de “senhora soberana do Sol” ou “pureza e sol”.Soledade tem origem espanhola e significa “solidão”. Esse é um dos títulos como é chamada a Virgem Maria, Maria de Soledade.Trata-se, sem dúvida, de um bonito nome predominantemente feminino que carrega consigo atributos de destaque, bem como importantes elementos da natureza, que refletem a dinâmica da vida, a perfeição e força.Marisol é um nome bastante incidente em países de língua espanhola, onde as meninas com ele registradas costumam ser afetivamente chamadas de Mari."
2816,Maristela,Hebraica,"Maristela: Significa “estrela do mar” ou “senhora soberana estrelar”.O nome Maristela tem dois possíveis étimos. O primeiro originário da inversão do latim stella maris, que significa literalmente “estrela do mar”.A segunda possibilidade vem da união dos nomes Maria e Estela. O nome Maria tem como origem mais provável o hebraico Myriam, que significa “senhora soberana” ou “vidente”. E Estela deriva do latim stella, que quer dizer literalmente “estrela”."
2817,Mariucha,Italiana,Mariucha: Variação de Maria.
